dataset,model,epochs,base_variance,lambda_scale,temperature,test_acc_no_def,conf_acc_no_def,loss_acc_no_def,shadow_acc_no_def,test_acc_dyna,conf_acc_dyna,loss_acc_dyna,shadow_acc_dyna,put_dyna,put_dyna_conf,put_dyna_loss,put_dyna_shadow
sst2,distilbert,15,0.26,2.0,6.0,0.8865,0.7913,0.7961,0.7827,0.8899,0.2364,0.7862,0.7349,0.2076,0.5583,0.0133,0.0512
sst2,distilbert,15,0.27,2.0,6.0,0.8865,0.7913,0.7961,0.7827,0.8899,0.2376,0.7861,0.735,0.2072,0.5571,0.0134,0.0511
sst2,distilbert,15,0.28,2.0,6.0,0.8865,0.7913,0.7961,0.7827,0.8888,0.2388,0.786,0.735,0.2057,0.5548,0.0124,0.05
sst2,distilbert,15,0.29,2.0,6.0,0.8865,0.7913,0.7961,0.7827,0.8888,0.2398,0.786,0.735,0.2054,0.5538,0.0124,0.05
sst2,distilbert,15,0.3,2.0,6.0,0.8865,0.7913,0.7961,0.7827,0.8888,0.2409,0.7858,0.7353,0.205,0.5527,0.0126,0.0497
sst2,distilbert,15,0.31,2.0,6.0,0.8865,0.7913,0.7961,0.7827,0.8888,0.242,0.7858,0.7351,0.2047,0.5516,0.0126,0.0499
sst2,distilbert,15,0.32,2.0,6.0,0.8865,0.7913,0.7961,0.7827,0.8888,0.2433,0.7857,0.735,0.2043,0.5503,0.0127,0.05
sst2,distilbert,15,0.33,2.0,6.0,0.8865,0.7913,0.7961,0.7827,0.8888,0.2445,0.7856,0.7347,0.2041,0.5491,0.0128,0.0503
sst2,distilbert,15,0.34,2.0,6.0,0.8865,0.7913,0.7961,0.7827,0.8888,0.2455,0.7855,0.7346,0.2038,0.5481,0.0129,0.0504
sst2,distilbert,15,0.35,2.0,6.0,0.8865,0.7913,0.7961,0.7827,0.8888,0.2464,0.7854,0.7346,0.2035,0.5472,0.013,0.0504
sst2,distilbert,15,0.36,2.0,6.0,0.8865,0.7913,0.7961,0.7827,0.8888,0.2471,0.7854,0.7343,0.2034,0.5465,0.013,0.0507
sst2,distilbert,15,0.37,2.0,6.0,0.8865,0.7913,0.7961,0.7827,0.8876,0.2479,0.7853,0.7344,0.2019,0.5445,0.0119,0.0494
sst2,distilbert,15,0.38,2.0,6.0,0.8865,0.7913,0.7961,0.7827,0.8876,0.2489,0.7853,0.7344,0.2016,0.5435,0.0119,0.0494
sst2,distilbert,15,0.39,2.0,6.0,0.8865,0.7913,0.7961,0.7827,0.8876,0.2497,0.7852,0.7343,0.2014,0.5427,0.012,0.0495
sst2,distilbert,15,0.4,2.0,6.0,0.8865,0.7913,0.7961,0.7827,0.8876,0.2505,0.7851,0.7341,0.2012,0.5419,0.0121,0.0497
sst2,distilbert,15,0.41,2.0,6.0,0.8865,0.7913,0.7961,0.7827,0.8876,0.2513,0.785,0.734,0.201,0.5411,0.0122,0.0498
sst2,distilbert,15,0.42,2.0,6.0,0.8865,0.7913,0.7961,0.7827,0.8876,0.252,0.7848,0.734,0.2009,0.5404,0.0124,0.0498
sst2,distilbert,15,0.43,2.0,6.0,0.8865,0.7913,0.7961,0.7827,0.8876,0.2527,0.7846,0.7339,0.2007,0.5397,0.0126,0.0499
sst2,distilbert,15,0.44,2.0,6.0,0.8865,0.7913,0.7961,0.7827,0.8876,0.2535,0.7846,0.734,0.2004,0.5389,0.0126,0.0498
sst2,distilbert,15,0.45,2.0,6.0,0.8865,0.7913,0.7961,0.7827,0.8876,0.2543,0.7846,0.7339,0.2002,0.5381,0.0126,0.0499
sst2,distilbert,15,0.46,2.0,6.0,0.8865,0.7913,0.7961,0.7827,0.8876,0.2549,0.7844,0.7336,0.2002,0.5375,0.0128,0.0502
sst2,distilbert,15,0.47,2.0,6.0,0.8865,0.7913,0.7961,0.7827,0.8876,0.2561,0.7843,0.7337,0.1998,0.5363,0.0129,0.0501
sst2,distilbert,15,0.48,2.0,6.0,0.8865,0.7913,0.7961,0.7827,0.8876,0.2568,0.7841,0.7338,0.1996,0.5356,0.0131,0.05
sst2,distilbert,15,0.49,2.0,6.0,0.8865,0.7913,0.7961,0.7827,0.8876,0.2577,0.784,0.7337,0.1993,0.5347,0.0132,0.0501
sst2,distilbert,15,0.5,2.0,6.0,0.8865,0.7913,0.7961,0.7827,0.8876,0.2587,0.7839,0.7337,0.199,0.5337,0.0133,0.0501
