dataset,model,epochs,base_variance,lambda_scale,temperature,test_acc_no_def,conf_acc_no_def,loss_acc_no_def,shadow_acc_no_def,test_acc_dyna,conf_acc_dyna,loss_acc_dyna,shadow_acc_dyna,put_dyna,put_dyna_conf,put_dyna_loss,put_dyna_shadow
sst2,distilbert,15,0.1,3.9,6.0,0.8865,0.7913,0.7961,0.7827,0.8842,0.2251,0.787,0.7359,0.2051,0.5639,0.0068,0.0445
sst2,distilbert,15,0.1,4.0,6.0,0.8865,0.7913,0.7961,0.7827,0.8842,0.2256,0.7869,0.7359,0.2049,0.5634,0.0069,0.0445
sst2,distilbert,15,0.1,4.1,6.0,0.8865,0.7913,0.7961,0.7827,0.8842,0.2259,0.7869,0.7358,0.2049,0.5631,0.0069,0.0446
sst2,distilbert,15,0.1,4.2,6.0,0.8865,0.7913,0.7961,0.7827,0.8842,0.2261,0.7868,0.7359,0.2048,0.5629,0.007,0.0445
sst2,distilbert,15,0.1,4.3,6.0,0.8865,0.7913,0.7961,0.7827,0.8842,0.2266,0.7868,0.7359,0.2046,0.5624,0.007,0.0445
sst2,distilbert,15,0.1,4.4,6.0,0.8865,0.7913,0.7961,0.7827,0.883,0.2271,0.7868,0.7358,0.2033,0.5607,0.0058,0.0434
sst2,distilbert,15,0.1,4.5,6.0,0.8865,0.7913,0.7961,0.7827,0.883,0.2273,0.7867,0.7358,0.2033,0.5605,0.0059,0.0434
sst2,distilbert,15,0.1,4.6,6.0,0.8865,0.7913,0.7961,0.7827,0.883,0.2278,0.7867,0.7358,0.2031,0.56,0.0059,0.0434
sst2,distilbert,15,0.1,4.7,6.0,0.8865,0.7913,0.7961,0.7827,0.883,0.2282,0.7866,0.7357,0.203,0.5596,0.006,0.0435
sst2,distilbert,15,0.1,4.8,6.0,0.8865,0.7913,0.7961,0.7827,0.883,0.2286,0.7866,0.7358,0.2029,0.5592,0.006,0.0434
sst2,distilbert,15,0.1,4.9,6.0,0.8865,0.7913,0.7961,0.7827,0.883,0.229,0.7866,0.7358,0.2027,0.5588,0.006,0.0434
sst2,distilbert,15,0.1,5.0,6.0,0.8865,0.7913,0.7961,0.7827,0.883,0.2292,0.7866,0.7357,0.2027,0.5586,0.006,0.0435
sst2,distilbert,15,0.1,5.1,6.0,0.8865,0.7913,0.7961,0.7827,0.8842,0.2298,0.7866,0.7357,0.2037,0.5592,0.0072,0.0447
sst2,distilbert,15,0.1,5.2,6.0,0.8865,0.7913,0.7961,0.7827,0.8842,0.2302,0.7866,0.7357,0.2036,0.5588,0.0072,0.0447
sst2,distilbert,15,0.1,5.3,6.0,0.8865,0.7913,0.7961,0.7827,0.8842,0.2307,0.7866,0.7356,0.2034,0.5583,0.0072,0.0448
sst2,distilbert,15,0.1,5.4,6.0,0.8865,0.7913,0.7961,0.7827,0.8842,0.231,0.7865,0.7357,0.2033,0.558,0.0073,0.0447
sst2,distilbert,15,0.1,5.5,6.0,0.8865,0.7913,0.7961,0.7827,0.8842,0.2315,0.7864,0.7356,0.2032,0.5575,0.0074,0.0448
sst2,distilbert,15,0.1,5.6,6.0,0.8865,0.7913,0.7961,0.7827,0.8842,0.2319,0.7863,0.7356,0.2031,0.5571,0.0075,0.0448
sst2,distilbert,15,0.1,5.7,6.0,0.8865,0.7913,0.7961,0.7827,0.883,0.2322,0.7863,0.7355,0.2019,0.5556,0.0063,0.0437
sst2,distilbert,15,0.1,5.8,6.0,0.8865,0.7913,0.7961,0.7827,0.883,0.2325,0.7863,0.7354,0.2018,0.5553,0.0063,0.0438
sst2,distilbert,15,0.1,5.9,6.0,0.8865,0.7913,0.7961,0.7827,0.883,0.2329,0.7863,0.7354,0.2017,0.5549,0.0063,0.0438
sst2,distilbert,15,0.1,6.0,6.0,0.8865,0.7913,0.7961,0.7827,0.883,0.2335,0.7863,0.7353,0.2015,0.5543,0.0063,0.0439
